filename,x_center,y_center,width,height,class
15_frame11550.jpg,0.160528,0.808848,0.060100,0.098497,0
15_frame11580.jpg,0.445065,0.792988,0.037563,0.073456,0
15_frame11610.jpg,0.661989,0.874791,0.050710,0.083472,0
15_frame11640.jpg,0.359610,0.962437,0.061978,0.075125,0
15_frame11640.jpg,0.193865,0.551753,0.053527,0.098497,0
15_frame11640.jpg,0.801909,0.826377,0.031928,0.070117,0
15_frame11670.jpg,0.917884,0.834725,0.032867,0.060100,0
15_frame11670.jpg,0.530520,0.954925,0.078881,0.083472,0
15_frame11670.jpg,0.305614,0.862270,0.042258,0.085142,0
15_frame11700.jpg,0.789232,0.612688,0.042258,0.096828,0
15_frame12510.jpg,0.359610,0.758765,0.054466,0.118531,0
15_frame12540.jpg,0.616832,0.696902,0.043823,0.096457,0
15_frame12570.jpg,0.856845,0.464942,0.064795,0.081803,0
15_frame12600.jpg,0.962490,0.347245,0.033806,0.060100,0
15_frame13140.jpg,0.838533,0.955760,0.108932,0.078464,0
15_frame13200.jpg,0.044553,0.895659,0.049770,0.105175,0
15_frame13200.jpg,0.154424,0.828047,0.046014,0.100167,0
15_frame13230.jpg,0.450699,0.759599,0.035684,0.116861,0
15_frame13230.jpg,0.130947,0.051753,0.074186,0.096828,0
15_frame13260.jpg,0.319699,0.347245,0.076064,0.130217,0
15_frame13290.jpg,0.509391,0.459098,0.076064,0.120200,0
15_frame13320.jpg,0.880791,0.874791,0.043197,0.073456,0
15_frame13320.jpg,0.664806,0.949917,0.031928,0.063439,0
15_frame13320.jpg,0.522068,0.439900,0.050710,0.101836,0
15_frame13350.jpg,0.746505,0.556761,0.052588,0.105175,0
15_frame13380.jpg,0.901450,0.520033,0.035684,0.088481,0
15_frame13380.jpg,0.819752,0.606845,0.043197,0.065109,0
15_frame13380.jpg,0.916006,0.606010,0.046014,0.066778,0
15_frame13470.jpg,0.053475,0.935726,0.082638,0.118531,0
15_frame13500.jpg,0.692039,0.662771,0.071369,0.116861,0
15_frame13500.jpg,0.364775,0.894825,0.049770,0.050083,0
15_frame13500.jpg,0.512677,0.969115,0.063856,0.058431,0
15_frame13530.jpg,0.828203,0.824708,0.052588,0.066778,0
15_frame13530.jpg,0.816465,0.729549,0.055405,0.083472,0
15_frame13530.jpg,0.093854,0.625209,0.060100,0.075125,0
15_frame13560.jpg,0.171797,0.905676,0.045075,0.055092,0
15_frame13560.jpg,0.764347,0.844741,0.043197,0.053422,0
15_frame13560.jpg,0.774207,0.913189,0.038502,0.056761,0
15_frame13590.jpg,0.660111,0.734558,0.037563,0.060100,0
15_frame13680.jpg,0.029554,0.801336,0.059108,0.086811,0
15_frame13740.jpg,0.118740,0.935726,0.061039,0.115192,0
15_frame13770.jpg,0.541319,0.909850,0.096724,0.143573,0
15_frame13890.jpg,0.142686,0.902337,0.073247,0.165275,0
15_frame13920.jpg,0.402807,0.752922,0.048831,0.140234,0
15_frame13920.jpg,0.614096,0.855593,0.037563,0.095159,0
15_frame13920.jpg,0.782189,0.896494,0.033806,0.050083,0
15_frame13950.jpg,0.545075,0.620200,0.049770,0.155259,0
15_frame13950.jpg,0.740244,0.753965,0.032280,0.102254,0
15_frame13950.jpg,0.644283,0.688752,0.029346,0.074082,0
15_frame13980.jpg,0.790171,0.494992,0.057283,0.138564,0
15_frame13980.jpg,0.949343,0.605175,0.052588,0.095159,0
15_frame13980.jpg,0.844167,0.562604,0.030050,0.076795,0
15_frame14010.jpg,0.344115,0.520868,0.036624,0.113523,0
15_frame14010.jpg,0.830081,0.580968,0.054466,0.173623,0
15_frame14010.jpg,0.919293,0.650250,0.054466,0.121870,0
15_frame14010.jpg,0.062865,0.440735,0.058222,0.080134,0
15_frame14070.jpg,0.235184,0.792988,0.040380,0.076795,0
15_frame14430.jpg,0.174614,0.533389,0.043197,0.085142,0
15_frame14520.jpg,0.318291,0.840568,0.037563,0.098497,0
15_frame14550.jpg,0.314535,0.464107,0.045075,0.106845,0
15_frame14580.jpg,0.360549,0.289649,0.043197,0.098497,0
15_frame14640.jpg,0.722558,0.254591,0.030989,0.065109,0
15_frame14670.jpg,0.883139,0.225376,0.062917,0.070117,0
15_frame14700.jpg,0.536154,0.918197,0.063856,0.120200,0
15_frame14700.jpg,0.928214,0.461603,0.036624,0.085142,0
15_frame14700.jpg,0.878443,0.533389,0.044136,0.081803,0
15_frame14730.jpg,0.708942,0.918197,0.093907,0.160267,0
15_frame14730.jpg,0.179779,0.759599,0.046014,0.086811,0
15_frame14760.jpg,0.932439,0.843072,0.099541,0.183639,0
15_frame14760.jpg,0.041267,0.678631,0.080760,0.272120,0
15_frame14760.jpg,0.467133,0.711185,0.034745,0.076795,0
15_frame14760.jpg,0.368061,0.823873,0.033806,0.051753,0
15_frame14760.jpg,0.190578,0.566778,0.071369,0.151920,0
15_frame14760.jpg,0.267581,0.652755,0.033806,0.133556,0
15_frame14790.jpg,0.349750,0.764608,0.064795,0.146912,0
15_frame14790.jpg,0.676544,0.845576,0.032867,0.108514,0
15_frame14790.jpg,0.651659,0.388982,0.039441,0.073456,0
15_frame14790.jpg,0.608462,0.727880,0.058222,0.113523,0
15_frame14820.jpg,0.449290,0.494157,0.059161,0.163606,0
15_frame14820.jpg,0.705186,0.450751,0.088272,0.146912,0
15_frame14820.jpg,0.789702,0.567613,0.028172,0.100167,0
15_frame14820.jpg,0.469011,0.723706,0.059161,0.078464,0
15_frame14850.jpg,0.481688,0.509182,0.093907,0.156928,0
15_frame14850.jpg,0.806135,0.593489,0.030989,0.101836,0
15_frame14850.jpg,0.742279,0.437396,0.049770,0.093489,0
15_frame14850.jpg,0.476054,0.748748,0.052588,0.068447,0
15_frame14880.jpg,0.564326,0.948247,0.052588,0.103506,0
15_frame14880.jpg,0.374165,0.378965,0.032867,0.070117,0
15_frame14880.jpg,0.831960,0.565943,0.033806,0.056761,0
15_frame14910.jpg,0.966715,0.673623,0.040380,0.075125,0
15_frame14970.jpg,0.044084,0.784641,0.045075,0.093489,0
15_frame15000.jpg,0.199969,0.738731,0.086394,0.141903,0
15_frame15030.jpg,0.386421,0.892770,0.028894,0.059073,0
15_frame15090.jpg,0.223445,0.580134,0.067613,0.108514,0
15_frame15120.jpg,0.560570,0.927379,0.048831,0.111853,0
15_frame15150.jpg,0.806135,0.755426,0.066674,0.141903,0
15_frame15150.jpg,0.846985,0.964942,0.030050,0.053422,0
15_frame15240.jpg,0.198560,0.586811,0.106114,0.148581,0
15_frame15270.jpg,0.511269,0.494157,0.089211,0.156928,0
15_frame15270.jpg,0.200908,0.856427,0.060100,0.153589,0
15_frame15270.jpg,0.153015,0.285476,0.037563,0.096828,0
15_frame15300.jpg,0.954012,0.515025,0.091976,0.195326,0
15_frame15300.jpg,0.529111,0.931553,0.068552,0.136894,0
15_frame15330.jpg,0.696734,0.889816,0.065735,0.180301,0
15_frame15330.jpg,0.642268,0.338898,0.045075,0.086811,0
15_frame15330.jpg,0.953099,0.408180,0.067613,0.091820,0
15_frame15360.jpg,0.846045,0.872287,0.071369,0.165275,0
15_frame15360.jpg,0.107001,0.035893,0.045075,0.068447,0
15_frame15390.jpg,0.407502,0.050083,0.048831,0.100166,0
15_frame15420.jpg,0.712229,0.085142,0.059161,0.156928,0
15_frame15420.jpg,0.076482,0.854758,0.036624,0.073456,0
15_frame15450.jpg,0.931500,0.101836,0.039441,0.170284,0
15_frame15450.jpg,0.980306,0.057596,0.039388,0.115192,0
15_frame15570.jpg,0.118740,0.333890,0.038502,0.046745,0
15_frame15570.jpg,0.182596,0.680301,0.044136,0.098497,0
15_frame15600.jpg,0.240818,0.351419,0.034745,0.051753,0
15_frame15600.jpg,0.267581,0.674457,0.041319,0.100167,0
15_frame15630.jpg,0.368061,0.597663,0.039441,0.066778,0
15_frame15630.jpg,0.115453,0.944908,0.033806,0.063439,0
15_frame15660.jpg,0.677014,0.511686,0.037563,0.051753,0
15_frame15660.jpg,0.353975,0.870618,0.030050,0.041736,0
15_frame15690.jpg,0.750261,0.557596,0.030050,0.060100,0
15_frame15690.jpg,0.827264,0.194491,0.031928,0.051753,0
15_frame15690.jpg,0.036571,0.903172,0.056344,0.073456,0
15_frame15720.jpg,0.712229,0.588481,0.029111,0.055092,0
15_frame660.jpg,0.092446,0.885643,0.040380,0.055092,0
15_frame690.jpg,0.398111,0.857262,0.035684,0.055092,0
15_frame7410.jpg,0.569960,0.948247,0.048831,0.060100,0
15_frame7440.jpg,0.770920,0.763773,0.048831,0.071786,0
15_frame7530.jpg,0.215324,0.607902,0.063856,0.057874,0
15_frame7560.jpg,0.672318,0.649416,0.054466,0.063439,0
15_frame8100.jpg,0.279320,0.232888,0.032867,0.068447,0
15_frame8130.jpg,0.420649,0.188648,0.067613,0.113523,0
15_frame8160.jpg,0.685465,0.343907,0.031928,0.070117,0
15_frame8160.jpg,0.751200,0.297162,0.073247,0.093489,0
15_frame8310.jpg,0.419710,0.309683,0.067613,0.061770,0
15_frame8460.jpg,0.343646,0.483306,0.082638,0.091820,0
15_frame8490.jpg,0.577942,0.491653,0.089211,0.095159,0
15_frame8520.jpg,0.831490,0.556761,0.077942,0.091820,0
15_frame9030.jpg,0.792049,0.970785,0.032867,0.058430,0
15_frame9990.jpg,0.063804,0.783806,0.035684,0.058431,0
16_a_frame1020.jpg,0.821630,0.772120,0.058222,0.108514,0
16_a_frame1050.jpg,0.934318,0.542571,0.060100,0.153589,0
16_a_frame1050.jpg,0.874687,0.481636,0.046014,0.111853,0
16_a_frame1080.jpg,0.738053,0.713689,0.054466,0.085142,0
16_a_frame1110.jpg,0.453516,0.943239,0.031928,0.100167,0
16_a_frame1140.jpg,0.556813,0.952421,0.041319,0.091820,0
16_a_frame1170.jpg,0.564795,0.908180,0.044136,0.103506,0
16_a_frame1350.jpg,0.096672,0.086811,0.084516,0.160267,0
16_a_frame1380.jpg,0.331907,0.226210,0.087333,0.141903,0
16_a_frame1470.jpg,0.628652,0.368114,0.042258,0.091820,0
16_a_frame1470.jpg,0.577942,0.409850,0.030989,0.041736,0
16_a_frame150.jpg,0.020633,0.843072,0.041266,0.076795,0
16_a_frame150.jpg,0.341768,0.602671,0.030050,0.046745,0
16_a_frame1500.jpg,0.548362,0.193656,0.035684,0.046745,0
16_a_frame1500.jpg,0.617853,0.223706,0.035684,0.106845,0
16_a_frame1530.jpg,0.645086,0.243740,0.037563,0.093489,0
16_a_frame1800.jpg,0.252556,0.963272,0.033806,0.050083,0
16_a_frame240.jpg,0.062396,0.913189,0.087333,0.173622,0
16_a_frame270.jpg,0.403746,0.934891,0.065735,0.130217,0
16_a_frame810.jpg,0.238470,0.519199,0.043197,0.076795,0
16_a_frame810.jpg,0.241305,0.265665,0.054466,0.058987,0
16_a_frame840.jpg,0.439900,0.464942,0.030989,0.065109,0
16_a_frame840.jpg,0.462437,0.236227,0.047892,0.051753,0
16_a_frame90.jpg,0.785476,0.913189,0.049770,0.076795,0
16_a_frame960.jpg,0.233775,0.862270,0.063856,0.118531,0
16_a_frame960.jpg,0.303266,0.722037,0.046953,0.158598,0
16_a_frame990.jpg,0.680770,0.867279,0.093907,0.108514,0
18_a-005.mp4_frame2190.jpg,0.317453,0.182390,0.068396,0.121593,0
18_a-005.mp4_frame4290.jpg,0.440094,0.516771,0.160377,0.262055,0
18_a-005.mp4_frame4770.jpg,0.510259,0.613208,0.071934,0.140461,0
18_a-005.mp4_frame6990.jpg,0.460141,0.511530,0.127358,0.171908,0
18_a-005.mp4_frame6990.jpg,0.333962,0.553459,0.136792,0.297694,0
18_a-005.mp4_frame7230.jpg,0.587500,0.636268,0.073113,0.194969,0
18_a-005.mp4_frame7230.jpg,0.487264,0.664570,0.087264,0.184486,0
9_b-002.mp4_frame1110.jpg,0.559788,0.306080,0.128538,0.243187,0
9_b-002.mp4_frame1110.jpg,0.835731,0.546122,0.119104,0.127883,0
9_b-002.mp4_frame1140.jpg,0.529717,0.600629,0.134434,0.283019,0
9_b-002.mp4_frame1140.jpg,0.829245,0.805031,0.134434,0.163522,0
9_b-002.mp4_frame1170.jpg,0.139976,0.357442,0.241745,0.383648,0
9_b-002.mp4_frame1170.jpg,0.592807,0.705451,0.213443,0.190776,0
9_b-002.mp4_frame1200.jpg,0.379363,0.669811,0.112028,0.119497,0
9_b-002.mp4_frame1590.jpg,0.794458,0.796646,0.123821,0.314465,0
9_b-002.mp4_frame1620.jpg,0.604599,0.880503,0.147406,0.238994,0
9_b-002.mp4_frame1620.jpg,0.293278,0.905660,0.135613,0.188679,0
9_b-002.mp4_frame2250.jpg,0.768514,0.819706,0.097877,0.343816,0
9_b-002.mp4_frame270.jpg,0.478420,0.515723,0.079009,0.176101,0
9_b-002.mp4_frame3120.jpg,0.286203,0.829140,0.076651,0.241090,0
9_b-002.mp4_frame3120.jpg,0.470165,0.469602,0.062500,0.104822,0
9_b-002.mp4_frame3570.jpg,0.287972,0.612159,0.051887,0.092243,0
9_b-002.mp4_frame3570.jpg,0.592217,0.668763,0.047170,0.104822,0
9_b-002.mp4_frame3570.jpg,0.309198,0.509434,0.061321,0.113208,0
9_b-002.mp4_frame3570.jpg,0.031958,0.548218,0.063915,0.182390,0
9_b-002.mp4_frame3630.jpg,0.144693,0.753669,0.088443,0.182390,0
9_b-002.mp4_frame3630.jpg,0.041391,0.398323,0.082782,0.188679,0
9_b-002.mp4_frame3630.jpg,0.578656,0.923480,0.095519,0.153040,0
9_b-002.mp4_frame3630.jpg,0.237854,0.665618,0.060142,0.190776,0
9_b-002.mp4_frame3900.jpg,0.177712,0.728512,0.086085,0.111111,0
9_b-002.mp4_frame4020.jpg,0.509080,0.590147,0.050708,0.081761,0
9_b-002.mp4_frame4020.jpg,0.833373,0.796646,0.053066,0.218029,0
9_b-002.mp4_frame720.jpg,0.303891,0.272537,0.083726,0.163522,0
9_b-002.mp4_frame720.jpg,0.429481,0.596436,0.084906,0.236897,0
